name,WKT
Devons Road,"POLYGON((-0.0116493 51.5225628, -0.011671484910125124 51.522879175346176, -0.011737870799938828 51.523193142884935, -0.011847952432734732 51.523502313133726, -0.012000892020818154 51.523804333120275, -0.012195525601576331 51.52409690429012, -0.012430371895936723 51.5243778, -0.012703643581795179 51.52464488246396, -0.013013260896616358 51.52489611902317, -0.013356867465682428 51.52512959761571, -0.013731848235527476 51.525343541328525, -0.014135349376073402 51.525536321920775, -0.014564299999999999 51.52570647221574, -0.015015435534051722 51.52585269726695, -0.01548532256441135 51.52597388421346, -0.015970384967052303 51.52606911074943, -0.016466931124201795 51.52613765214344, -0.016971182019781154 51.526178986754076, -0.0174793 51.526192800000004, -0.017987417980218846 51.526178986754076, -0.018491668875798204 51.52613765214344, -0.018988215032947696 51.52606911074943, -0.01947327743558865 51.52597388421346, -0.019943164465948276 51.52585269726695, -0.020394299999999997 51.52570647221574, -0.0208232506239266 51.525536321920775, -0.021226751764472526 51.525343541328525, -0.02160173253431757 51.52512959761571, -0.02194533910338364 51.52489611902317, -0.022254956418204824 51.52464488246396, -0.022528228104063276 51.5243778, -0.02276307439842367 51.52409690429012, -0.022957707979181844 51.523804333120275, -0.023110647567265268 51.523502313133726, -0.02322072920006117 51.523193142884935, -0.023287115089874875 51.522879175346176, -0.023309299999999998 51.5225628, -0.023287115089874875 51.52224642465383, -0.02322072920006117 51.52193245711507, -0.023110647567265268 51.52162328686628, -0.022957707979181848 51.52132126687973, -0.02276307439842367 51.52102869570989, -0.022528228104063276 51.5207478, -0.02225495641820482 51.520480717536046, -0.02194533910338364 51.52022948097684, -0.021601732534317575 51.519996002384296, -0.021226751764472526 51.51978205867148, -0.0208232506239266 51.51958927807923, -0.020394300000000004 51.51941912778427, -0.019943164465948276 51.51927290273306, -0.019473277435588646 51.51915171578655, -0.018988215032947696 51.51905648925057, -0.018491668875798204 51.518987947856566, -0.017987417980218846 51.51894661324593, -0.0174793 51.5189328, -0.016971182019781154 51.51894661324593, -0.0164669311242018 51.518987947856566, -0.015970384967052307 51.51905648925057, -0.01548532256441135 51.51915171578655, -0.01501543553405172 51.51927290273306, -0.014564299999999999 51.51941912778427, -0.014135349376073402 51.51958927807923, -0.013731848235527476 51.51978205867148, -0.013356867465682428 51.519996002384296, -0.01301326089661636 51.52022948097684, -0.012703643581795179 51.520480717536046, -0.012430371895936723 51.5207478, -0.01219552560157633 51.52102869570989, -0.012000892020818154 51.52132126687973, -0.011847952432734732 51.52162328686628, -0.011737870799938828 51.52193245711507, -0.011671484910125124 51.52224642465383, -0.0116493 51.5225628))"
Bow Church,"POLYGON((-0.0150884 51.5278468, -0.015110584910125124 51.52816317534617, -0.015176970799938828 51.52847714288493, -0.015287052432734732 51.52878631313372, -0.015439992020818154 51.52908833312027, -0.01563462560157633 51.529380904290115, -0.015869471895936724 51.5296618, -0.01614274358179518 51.529928882463956, -0.016452360896616357 51.530180119023164, -0.01679596746568243 51.530413597615706, -0.017170948235527474 51.53062754132852, -0.0175744493760734 51.53082032192077, -0.0180034 51.530990472215734, -0.01845453553405172 51.531136697266945, -0.01892442256441135 51.53125788421345, -0.019409484967052304 51.53135311074943, -0.019906031124201796 51.531421652143436, -0.020410282019781154 51.53146298675407, -0.0209184 51.5314768, -0.021426517980218846 51.53146298675407, -0.021930768875798205 51.531421652143436, -0.022427315032947696 51.53135311074943, -0.02291237743558865 51.53125788421345, -0.023382264465948276 51.531136697266945, -0.023833399999999998 51.530990472215734, -0.0242623506239266 51.53082032192077, -0.024665851764472526 51.53062754132852, -0.025040832534317572 51.530413597615706, -0.02538443910338364 51.530180119023164, -0.025694056418204825 51.529928882463956, -0.025967328104063277 51.5296618, -0.02620217439842367 51.529380904290115, -0.026396807979181845 51.52908833312027, -0.026549747567265268 51.52878631313372, -0.026659829200061172 51.52847714288493, -0.026726215089874876 51.52816317534617, -0.0267484 51.5278468, -0.026726215089874876 51.527530424653825, -0.026659829200061172 51.52721645711507, -0.026549747567265268 51.526907286866276, -0.026396807979181848 51.52660526687973, -0.02620217439842367 51.52631269570988, -0.025967328104063277 51.5260318, -0.02569405641820482 51.52576471753604, -0.02538443910338364 51.525513480976834, -0.025040832534317575 51.52528000238429, -0.024665851764472526 51.52506605867148, -0.0242623506239266 51.52487327807923, -0.023833400000000005 51.524703127784264, -0.023382264465948276 51.52455690273305, -0.022912377435588646 51.524435715786545, -0.022427315032947696 51.52434048925057, -0.021930768875798205 51.52427194785656, -0.021426517980218846 51.524230613245926, -0.0209184 51.5242168, -0.020410282019781154 51.524230613245926, -0.0199060311242018 51.52427194785656, -0.019409484967052307 51.52434048925057, -0.01892442256441135 51.524435715786545, -0.01845453553405172 51.52455690273305, -0.0180034 51.524703127784264, -0.0175744493760734 51.52487327807923, -0.017170948235527478 51.52506605867148, -0.01679596746568243 51.52528000238429, -0.01645236089661636 51.525513480976834, -0.01614274358179518 51.52576471753604, -0.015869471895936724 51.5260318, -0.01563462560157633 51.52631269570988, -0.015439992020818154 51.52660526687973, -0.015287052432734732 51.526907286866276, -0.015176970799938828 51.52721645711507, -0.015110584910125124 51.527530424653825, -0.0150884 51.5278468))"
Pudding Mill Lane,"POLYGON((-0.007549800000000001 51.5338978, -0.007571984910125124 51.53421417534617, -0.007638370799938828 51.53452814288493, -0.007748452432734732 51.53483731313372, -0.007901392020818155 51.53513933312027, -0.008096025601576332 51.535431904290114, -0.008330871895936724 51.5357128, -0.00860414358179518 51.535979882463955, -0.008913760896616359 51.536231119023164, -0.009257367465682429 51.536464597615705, -0.009632348235527477 51.53667854132852, -0.010035849376073403 51.53687132192077, -0.0104648 51.53704147221573, -0.010915935534051723 51.537187697266944, -0.011385822564411351 51.53730888421345, -0.011870884967052305 51.53740411074943, -0.012367431124201796 51.537472652143435, -0.012871682019781153 51.53751398675407, -0.0133798 51.5375278, -0.013887917980218848 51.53751398675407, -0.014392168875798205 51.537472652143435, -0.014888715032947697 51.53740411074943, -0.01537377743558865 51.53730888421345, -0.015843664465948277 51.537187697266944, -0.016294799999999998 51.53704147221573, -0.0167237506239266 51.53687132192077, -0.017127251764472527 51.53667854132852, -0.017502232534317572 51.536464597615705, -0.01784583910338364 51.536231119023164, -0.018155456418204825 51.535979882463955, -0.018428728104063277 51.5357128, -0.01866357439842367 51.535431904290114, -0.018858207979181845 51.53513933312027, -0.01901114756726527 51.53483731313372, -0.019121229200061172 51.53452814288493, -0.019187615089874877 51.53421417534617, -0.0192098 51.5338978, -0.019187615089874877 51.533581424653825, -0.019121229200061172 51.533267457115066, -0.01901114756726527 51.532958286866275, -0.01885820797918185 51.53265626687973, -0.01866357439842367 51.53236369570988, -0.018428728104063277 51.5320828, -0.018155456418204822 51.53181571753604, -0.01784583910338364 51.53156448097683, -0.017502232534317576 51.53133100238429, -0.017127251764472527 51.53111705867148, -0.0167237506239266 51.530924278079226, -0.016294800000000005 51.53075412778426, -0.015843664465948277 51.53060790273305, -0.015373777435588648 51.530486715786544, -0.014888715032947697 51.53039148925057, -0.014392168875798205 51.53032294785656, -0.013887917980218848 51.530281613245926, -0.013379800000000002 51.5302678, -0.012871682019781155 51.530281613245926, -0.0123674311242018 51.53032294785656, -0.011870884967052308 51.53039148925057, -0.011385822564411351 51.530486715786544, -0.010915935534051721 51.53060790273305, -0.0104648 51.53075412778426, -0.010035849376073403 51.530924278079226, -0.009632348235527477 51.53111705867148, -0.009257367465682429 51.53133100238429, -0.00891376089661636 51.53156448097683, -0.00860414358179518 51.53181571753604, -0.008330871895936724 51.5320828, -0.00809602560157633 51.53236369570988, -0.007901392020818155 51.53265626687973, -0.007748452432734732 51.532958286866275, -0.007638370799938828 51.533267457115066, -0.007571984910125124 51.533581424653825, -0.007549800000000001 51.5338978))"
Stratford High Street,"POLYGON((0.0052737 51.5380043, 0.005251515089874877 51.53832067534617, 0.005185129200061173 51.53863464288493, 0.005075047567265269 51.53894381313372, 0.004922107979181846 51.53924583312027, 0.004727474398423669 51.53953840429011, 0.004492628104063277 51.5398193, 0.004219356418204822 51.540086382463954, 0.003909739103383642 51.54033761902316, 0.0035661325343175725 51.540571097615704, 0.0031911517644725245 51.54078504132852, 0.0027876506239265983 51.54097782192077, 0.0023587000000000005 51.54114797221573, 0.0019075644659482778 51.54129419726694, 0.0014376774355886494 51.54141538421345, 0.000952615032947696 51.54151061074943, 0.00045606887579820437 51.541579152143434, -4.818201978115308e-05 51.54162048675407, -0.0005562999999999997 51.5416343, -0.0010644179802188475 51.54162048675407, -0.0015686688757982038 51.541579152143434, -0.0020652150329476967 51.54151061074943, -0.00255027743558865 51.54141538421345, -0.003020164465948277 51.54129419726694, -0.003471299999999999 51.54114797221573, -0.0039002506239265993 51.54097782192077, -0.004303751764472525 51.54078504132852, -0.004678732534317572 51.540571097615704, -0.005022339103383641 51.54033761902316, -0.005331956418204823 51.540086382463954, -0.005605228104063277 51.5398193, -0.005840074398423669 51.53953840429011, -0.006034707979181845 51.53924583312027, -0.006187647567265268 51.53894381313372, -0.006297729200061173 51.53863464288493, -0.006364115089874877 51.53832067534617, -0.0063863 51.5380043, -0.006364115089874877 51.537687924653824, -0.006297729200061173 51.537373957115065, -0.006187647567265269 51.537064786866274, -0.006034707979181846 51.536762766879725, -0.00584007439842367 51.53647019570988, -0.005605228104063277 51.5361893, -0.005331956418204822 51.53592221753604, -0.005022339103383641 51.53567098097683, -0.004678732534317573 51.53543750238429, -0.004303751764472525 51.535223558671476, -0.0039002506239266006 51.535030778079225, -0.0034713000000000027 51.53486062778426, -0.003020164465948276 51.53471440273305, -0.0025502774355886477 51.53459321578654, -0.0020652150329476954 51.53449798925057, -0.0015686688757982038 51.53442944785656, -0.0010644179802188477 51.534388113245925, -0.0005563000000000011 51.534374299999996, -4.818201978115449e-05 51.534388113245925, 0.00045606887579820177 51.53442944785656, 0.0009526150329476934 51.53449798925057, 0.0014376774355886503 51.53459321578654, 0.0019075644659482787 51.53471440273305, 0.0023587000000000005 51.53486062778426, 0.0027876506239265983 51.535030778079225, 0.003191151764472524 51.535223558671476, 0.0035661325343175707 51.53543750238429, 0.003909739103383641 51.53567098097683, 0.004219356418204821 51.53592221753604, 0.004492628104063276 51.5361893, 0.00472747439842367 51.53647019570988, 0.004922107979181846 51.536762766879725, 0.005075047567265269 51.537064786866274, 0.005185129200061173 51.537373957115065, 0.005251515089874877 51.537687924653824, 0.0052737 51.5380043))"
Abbey Road,"POLYGON((0.009630099999999999 51.5324885, 0.009607915089874876 51.53280487534617, 0.009541529200061172 51.53311884288493, 0.009431447567265269 51.53342801313372, 0.009278507979181845 51.53373003312027, 0.009083874398423668 51.534022604290115, 0.008849028104063277 51.5343035, 0.008575756418204822 51.53457058246396, 0.00826613910338364 51.534821819023165, 0.007922532534317572 51.535055297615706, 0.007547551764472525 51.53526924132852, 0.007144050623926599 51.53546202192077, 0.0067151 51.535632172215735, 0.006263964465948278 51.535778397266945, 0.005794077435588649 51.53589958421345, 0.005309015032947696 51.53599481074943, 0.004812468875798204 51.53606335214344, 0.004308217980218847 51.53610468675407, 0.0038001000000000003 51.5361185, 0.003291982019781152 51.53610468675407, 0.0027877311242017963 51.53606335214344, 0.002291184967052303 51.53599481074943, 0.00180612256441135 51.53589958421345, 0.0013362355340517228 51.535778397266945, 0.0008851000000000006 51.535632172215735, 0.0004561493760734006 51.53546202192077, 5.264823552747532e-05 51.53526924132852, -0.0003223325343175718 51.535055297615706, -0.000665939103383641 51.534821819023165, -0.000975556418204823 51.53457058246396, -0.0012488281040632775 51.5343035, -0.001483674398423669 51.534022604290115, -0.0016783079791818454 51.53373003312027, -0.001831247567265268 51.53342801313372, -0.0019413292000611728 51.53311884288493, -0.002007715089874877 51.53280487534617, -0.0020299000000000003 51.5324885, -0.002007715089874877 51.532172124653826, -0.0019413292000611728 51.53185815711507, -0.0018312475672652689 51.53154898686628, -0.0016783079791818463 51.53124696687973, -0.0014836743984236699 51.530954395709884, -0.0012488281040632775 51.5306735, -0.0009755564182048222 51.53040641753604, -0.000665939103383641 51.530155180976834, -0.0003223325343175735 51.52992170238429, 5.264823552747445e-05 51.52970775867148, 0.0004561493760733993 51.52951497807923, 0.0008850999999999972 51.529344827784264, 0.0013362355340517237 51.529198602733054, 0.0018061225644113521 51.529077415786546, 0.0022911849670523045 51.52898218925057, 0.0027877311242017963 51.52891364785656, 0.003291982019781152 51.52887231324593, 0.003800099999999999 51.5288585, 0.004308217980218845 51.52887231324593, 0.004812468875798202 51.52891364785656, 0.0053090150329476934 51.52898218925057, 0.00579407743558865 51.529077415786546, 0.0062639644659482786 51.529198602733054, 0.0067151 51.529344827784264, 0.007144050623926599 51.52951497807923, 0.007547551764472524 51.52970775867148, 0.00792253253431757 51.52992170238429, 0.00826613910338364 51.530155180976834, 0.008575756418204822 51.53040641753604, 0.008849028104063275 51.5306735, 0.00908387439842367 51.530954395709884, 0.009278507979181845 51.53124696687973, 0.009431447567265269 51.53154898686628, 0.009541529200061172 51.53185815711507, 0.009607915089874876 51.532172124653826, 0.009630099999999999 51.5324885))"
Star Lane,"POLYGON((0.010149100000000001 51.5207507, 0.010126915089874877 51.521067075346174, 0.010060529200061173 51.52138104288493, 0.009950447567265269 51.52169021313372, 0.009797507979181847 51.52199223312027, 0.00960287439842367 51.522284804290116, 0.009368028104063278 51.5225657, 0.009094756418204822 51.52283278246396, 0.008785139103383643 51.523084019023166, 0.008441532534317573 51.52331749761571, 0.008066551764472525 51.52353144132852, 0.007663050623926599 51.52372422192077, 0.0072341 51.523894372215736, 0.006782964465948278 51.524040597266946, 0.00631307743558865 51.524161784213454, 0.005828015032947696 51.52425701074943, 0.005331468875798205 51.52432555214344, 0.004827217980218847 51.52436688675407, 0.0043191 51.5243807, 0.0038109820197811525 51.52436688675407, 0.0033067311242017967 51.52432555214344, 0.0028101849670523035 51.52425701074943, 0.0023251225644113503 51.524161784213454, 0.0018552355340517232 51.524040597266946, 0.001404100000000001 51.523894372215736, 0.000975149376073401 51.52372422192077, 0.0005716482355274757 51.52353144132852, 0.00019666746568242858 51.52331749761571, -0.00014693910338364063 51.523084019023166, -0.00045655641820482266 51.52283278246396, -0.0007298281040632772 51.5225657, -0.0009646743984236686 51.522284804290116, -0.001159307979181845 51.52199223312027, -0.0013122475672652676 51.52169021313372, -0.0014223292000611724 51.52138104288493, -0.0014887150898748765 51.521067075346174, -0.0015109 51.5207507, -0.0014887150898748765 51.52043432465383, -0.0014223292000611724 51.52012035711507, -0.0013122475672652685 51.51981118686628, -0.001159307979181846 51.51950916687973, -0.0009646743984236695 51.519216595709885, -0.0007298281040632772 51.5189357, -0.0004565564182048218 51.51866861753604, -0.00014693910338364063 51.518417380976835, 0.00019666746568242684 51.518183902384294, 0.0005716482355274748 51.51796995867148, 0.0009751493760733997 51.51777717807923, 0.0014040999999999975 51.517607027784265, 0.001855235534051724 51.517460802733055, 0.0023251225644113525 51.51733961578655, 0.002810184967052305 51.51724438925057, 0.0033067311242017967 51.517175847856564, 0.0038109820197811525 51.51713451324593, 0.004319099999999999 51.5171207, 0.004827217980218845 51.51713451324593, 0.005331468875798202 51.517175847856564, 0.005828015032947694 51.51724438925057, 0.0063130774355886505 51.51733961578655, 0.006782964465948279 51.517460802733055, 0.0072341 51.517607027784265, 0.007663050623926599 51.51777717807923, 0.008066551764472525 51.51796995867148, 0.008441532534317571 51.518183902384294, 0.008785139103383641 51.518417380976835, 0.00909475641820482 51.51866861753604, 0.009368028104063276 51.5189357, 0.00960287439842367 51.519216595709885, 0.009797507979181847 51.51950916687973, 0.009950447567265269 51.51981118686628, 0.010060529200061173 51.52012035711507, 0.010126915089874877 51.52043432465383, 0.010149100000000001 51.5207507))"
Stratford International,"POLYGON((-0.003436 51.545692, -0.0034581849101251233 51.546008375346176, -0.0035245707999388273 51.546322342884935, -0.0036346524327347312 51.546631513133725, -0.003787592020818154 51.546933533120274, -0.003982225601576331 51.54722610429012, -0.004217071895936723 51.547507, -0.004490343581795178 51.54777408246396, -0.004799960896616358 51.54802531902317, -0.0051435674656824274 51.54825879761571, -0.005518548235527476 51.548472741328524, -0.005922049376073402 51.548665521920775, -0.006350999999999999 51.54883567221574, -0.006802135534051722 51.54898189726695, -0.0072720225644113505 51.549103084213456, -0.007757084967052304 51.54919831074943, -0.008253631124201796 51.54926685214344, -0.008757882019781152 51.549308186754075, -0.009266 51.549322000000004, -0.009774117980218848 51.549308186754075, -0.010278368875798204 51.54926685214344, -0.010774915032947696 51.54919831074943, -0.01125997743558865 51.549103084213456, -0.011729864465948276 51.54898189726695, -0.012180999999999999 51.54883567221574, -0.0126099506239266 51.548665521920775, -0.013013451764472524 51.548472741328524, -0.013388432534317572 51.54825879761571, -0.01373203910338364 51.54802531902317, -0.014041656418204823 51.54777408246396, -0.014314928104063276 51.547507, -0.014549774398423669 51.54722610429012, -0.014744407979181844 51.546933533120274, -0.014897347567265268 51.546631513133725, -0.015007429200061172 51.546322342884935, -0.015073815089874876 51.546008375346176, -0.015096 51.545692, -0.015073815089874876 51.54537562465383, -0.015007429200061172 51.54506165711507, -0.014897347567265268 51.54475248686628, -0.014744407979181846 51.54445046687973, -0.01454977439842367 51.54415789570989, -0.014314928104063276 51.543877, -0.014041656418204821 51.543609917536045, -0.01373203910338364 51.54335868097684, -0.013388432534317573 51.543125202384296, -0.013013451764472526 51.54291125867148, -0.0126099506239266 51.54271847807923, -0.012181000000000003 51.54254832778427, -0.011729864465948276 51.54240210273306, -0.011259977435588648 51.54228091578655, -0.010774915032947696 51.54218568925057, -0.010278368875798204 51.542117147856565, -0.009774117980218848 51.54207581324593, -0.009266000000000002 51.542062, -0.008757882019781154 51.54207581324593, -0.008253631124201799 51.542117147856565, -0.007757084967052306 51.54218568925057, -0.00727202256441135 51.54228091578655, -0.006802135534051721 51.54240210273306, -0.006350999999999999 51.54254832778427, -0.005922049376073402 51.54271847807923, -0.005518548235527476 51.54291125867148, -0.005143567465682429 51.543125202384296, -0.004799960896616359 51.54335868097684, -0.004490343581795179 51.543609917536045, -0.004217071895936724 51.543877, -0.00398222560157633 51.54415789570989, -0.003787592020818154 51.54445046687973, -0.0036346524327347312 51.54475248686628, -0.0035245707999388273 51.54506165711507, -0.0034581849101251233 51.54537562465383, -0.003436 51.545692))"
Finchley Road & Frognal,"POLYGON((-0.1772997 51.5502704, -0.17732188491012513 51.550586775346176, -0.17738827079993882 51.550900742884934, -0.17749835243273474 51.551209913133725, -0.17765129202081817 51.551511933120274, -0.17784592560157633 51.55180450429012, -0.17808077189593674 51.5520854, -0.17835404358179519 51.55235248246396, -0.17866366089661637 51.55260371902317, -0.17900726746568243 51.55283719761571, -0.17938224823552748 51.553051141328524, -0.17978574937607342 51.553243921920775, -0.1802147 51.55341407221574, -0.18066583553405172 51.55356029726695, -0.18113572256441135 51.553681484213456, -0.1816207849670523 51.55377671074943, -0.1821173311242018 51.55384525214344, -0.18262158201978115 51.553886586754075, -0.1831297 51.5539004, -0.18363781798021886 51.553886586754075, -0.1841420688757982 51.55384525214344, -0.1846386150329477 51.55377671074943, -0.18512367743558866 51.553681484213456, -0.1855935644659483 51.55356029726695, -0.1860447 51.55341407221574, -0.1864736506239266 51.553243921920775, -0.18687715176447253 51.553051141328524, -0.18725213253431758 51.55283719761571, -0.18759573910338365 51.55260371902317, -0.18790535641820483 51.55235248246396, -0.18817862810406327 51.5520854, -0.18841347439842368 51.55180450429012, -0.18860810797918184 51.551511933120274, -0.18876104756726528 51.551209913133725, -0.1888711292000612 51.550900742884934, -0.18893751508987489 51.550586775346176, -0.1889597 51.5502704, -0.18893751508987489 51.54995402465383, -0.1888711292000612 51.54964005711507, -0.18876104756726528 51.54933088686628, -0.18860810797918184 51.54902886687973, -0.18841347439842368 51.54873629570989, -0.18817862810406327 51.5484554, -0.18790535641820483 51.548188317536045, -0.18759573910338365 51.54793708097684, -0.18725213253431758 51.547703602384296, -0.18687715176447253 51.54748965867148, -0.1864736506239266 51.54729687807923, -0.1860447 51.54712672778427, -0.18559356446594827 51.54698050273306, -0.18512367743558866 51.54685931578655, -0.1846386150329477 51.54676408925057, -0.1841420688757982 51.546695547856565, -0.18363781798021886 51.54665421324593, -0.1831297 51.5466404, -0.18262158201978115 51.54665421324593, -0.1821173311242018 51.546695547856565, -0.1816207849670523 51.54676408925057, -0.18113572256441135 51.54685931578655, -0.18066583553405172 51.54698050273306, -0.1802147 51.54712672778427, -0.17978574937607342 51.54729687807923, -0.17938224823552748 51.54748965867148, -0.17900726746568243 51.547703602384296, -0.17866366089661637 51.54793708097684, -0.17835404358179519 51.548188317536045, -0.17808077189593674 51.5484554, -0.17784592560157633 51.54873629570989, -0.17765129202081817 51.54902886687973, -0.17749835243273474 51.54933088686628, -0.17738827079993882 51.54964005711507, -0.17732188491012513 51.54995402465383, -0.1772997 51.5502704))"
City Thameslink,"POLYGON((-0.0975175 51.5140438, -0.09753968491012512 51.51436017534618, -0.09760607079993883 51.514674142884935, -0.09771615243273472 51.514983313133726, -0.09786909202081814 51.515285333120275, -0.09806372560157632 51.51557790429012, -0.09829857189593671 51.515858800000004, -0.09857184358179517 51.51612588246396, -0.09888146089661635 51.51637711902317, -0.09922506746568242 51.51661059761571, -0.09960004823552747 51.516824541328525, -0.10000354937607339 51.517017321920775, -0.1004325 51.51718747221574, -0.10088363553405172 51.51733369726695, -0.10135352256441135 51.51745488421346, -0.1018385849670523 51.51755011074943, -0.10233513112420178 51.51761865214344, -0.10283938201978114 51.517659986754076, -0.1033475 51.517673800000004, -0.10385561798021885 51.517659986754076, -0.10435986887579819 51.51761865214344, -0.1048564150329477 51.51755011074943, -0.10534147743558865 51.51745488421346, -0.10581136446594827 51.51733369726695, -0.1062625 51.51718747221574, -0.1066914506239266 51.517017321920775, -0.10709495176447252 51.516824541328525, -0.10746993253431757 51.51661059761571, -0.10781353910338363 51.51637711902317, -0.10812315641820482 51.51612588246396, -0.10839642810406327 51.515858800000004, -0.10863127439842367 51.51557790429012, -0.10882590797918185 51.515285333120275, -0.10897884756726527 51.514983313133726, -0.10908892920006116 51.514674142884935, -0.10915531508987487 51.51436017534618, -0.1091775 51.5140438, -0.10915531508987487 51.51372742465383, -0.10908892920006116 51.51341345711507, -0.10897884756726527 51.51310428686628, -0.10882590797918185 51.51280226687973, -0.10863127439842367 51.51250969570989, -0.10839642810406327 51.5122288, -0.10812315641820482 51.511961717536046, -0.10781353910338363 51.51171048097684, -0.10746993253431757 51.5114770023843, -0.10709495176447252 51.51126305867148, -0.1066914506239266 51.51107027807923, -0.1062625 51.51090012778427, -0.10581136446594827 51.51075390273306, -0.10534147743558864 51.51063271578655, -0.1048564150329477 51.510537489250574, -0.10435986887579819 51.510468947856566, -0.10385561798021885 51.51042761324593, -0.1033475 51.5104138, -0.10283938201978116 51.51042761324593, -0.1023351311242018 51.510468947856566, -0.1018385849670523 51.510537489250574, -0.10135352256441134 51.51063271578655, -0.10088363553405172 51.51075390273306, -0.1004325 51.51090012778427, -0.10000354937607339 51.51107027807923, -0.09960004823552747 51.51126305867148, -0.09922506746568242 51.5114770023843, -0.09888146089661635 51.51171048097684, -0.09857184358179517 51.511961717536046, -0.09829857189593671 51.5122288, -0.09806372560157632 51.51250969570989, -0.09786909202081814 51.51280226687973, -0.09771615243273472 51.51310428686628, -0.09760607079993883 51.51341345711507, -0.09753968491012512 51.51372742465383, -0.0975175 51.5140438))"
Loughborough Junction,"POLYGON((-0.0963347 51.4662608, -0.09635688491012512 51.466577175346174, -0.09642327079993883 51.46689114288493, -0.09653335243273473 51.46720031313372, -0.09668629202081815 51.46750233312027, -0.09688092560157632 51.467794904290116, -0.09711577189593672 51.4680758, -0.09738904358179518 51.46834288246396, -0.09769866089661636 51.468594119023166, -0.09804226746568243 51.46882759761571, -0.09841724823552747 51.46904154132852, -0.0988207493760734 51.46923432192077, -0.0992497 51.469404472215736, -0.09970083553405172 51.469550697266946, -0.10017072256441134 51.469671884213454, -0.1006557849670523 51.46976711074943, -0.1011523311242018 51.46983565214344, -0.10165658201978114 51.46987698675407, -0.1021647 51.4698908, -0.10267281798021885 51.46987698675407, -0.1031770688757982 51.46983565214344, -0.1036736150329477 51.46976711074943, -0.10415867743558865 51.469671884213454, -0.10462856446594827 51.469550697266946, -0.1050797 51.469404472215736, -0.1055086506239266 51.46923432192077, -0.10591215176447252 51.46904154132852, -0.10628713253431757 51.46882759761571, -0.10663073910338364 51.468594119023166, -0.10694035641820482 51.46834288246396, -0.10721362810406328 51.4680758, -0.10744847439842367 51.467794904290116, -0.10764310797918185 51.46750233312027, -0.10779604756726527 51.46720031313372, -0.10790612920006117 51.46689114288493, -0.10797251508987488 51.466577175346174, -0.1079947 51.4662608, -0.10797251508987488 51.46594442465383, -0.10790612920006117 51.46563045711507, -0.10779604756726527 51.46532128686628, -0.10764310797918185 51.46501926687973, -0.10744847439842367 51.464726695709885, -0.10721362810406328 51.4644458, -0.10694035641820482 51.46417871753604, -0.10663073910338364 51.463927480976835, -0.10628713253431757 51.463694002384294, -0.10591215176447252 51.46348005867148, -0.1055086506239266 51.46328727807923, -0.1050797 51.463117127784265, -0.10462856446594827 51.462970902733055, -0.10415867743558864 51.46284971578655, -0.1036736150329477 51.46275448925057, -0.1031770688757982 51.46268594785656, -0.10267281798021885 51.46264461324593, -0.1021647 51.4626308, -0.10165658201978116 51.46264461324593, -0.1011523311242018 51.46268594785656, -0.1006557849670523 51.46275448925057, -0.10017072256441134 51.46284971578655, -0.09970083553405172 51.462970902733055, -0.0992497 51.463117127784265, -0.0988207493760734 51.46328727807923, -0.09841724823552747 51.46348005867148, -0.09804226746568243 51.463694002384294, -0.09769866089661636 51.463927480976835, -0.09738904358179518 51.46417871753604, -0.09711577189593672 51.4644458, -0.09688092560157632 51.464726695709885, -0.09668629202081815 51.46501926687973, -0.09653335243273473 51.46532128686628, -0.09642327079993883 51.46563045711507, -0.09635688491012512 51.46594442465383, -0.0963347 51.4662608))"
